uai - identifiant;exercice;Acquisitions d'immobilisations;Besoin en fonds de roulement;CAF / Acquisitions d'immobilisations;CAF / Produits encaissables;Capacité d'autofinancement CAF;Charges décaissables;Charges décaissables / Produits.encaissables;Charges externes;Charges externes / Produits.encaissables;Dépenses de personnel;Dépenses de personnel / Produits encaissables;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Fonds de roulement net global;Produits encaissables;Ressources propres / Produits encaissables;Ressources propres encaissables;Résultat net comptable;Solde budgétaire;Trésorerie;Trésorerie en jours de charges décaissables;source;rce;vague;typologie;code du groupe;groupe;uai actuel;etablissement;code de la commune;commune;code de l'academie;academie;code de la region;region
0490970N;2014;4880096.79;-6186105.54;75.23992962;2.763833683;3671781.39;129172191.9;97.23085799;15679188.52;11.80208317;110150349.4;82.91268282;7101641.48;44.84200989;16089835.3;132851025.5;14.26206166;18171075.43;1132204.06;;22275940.84;62.0825472;COFISUP Comptes financiers;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0490970N;Université d'Angers;49007;Angers;A17;Nantes;R52;Pays de la Loire
0595964M;2014;1826942.2;-2433801.53;162.0294835;3.476163392;2960185.01;82191748.67;96.518274;8743616.26;10.26768214;65085842.73;76.43070386;4447682.01;28.46885723;6499736.55;85156670.61;21.30528172;17968127.04;965966.68;;8933538.08;39.1289121;COFISUP Comptes financiers;2010;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0595964M;Université du Littoral Côte d'Opale;59183;Dunkerque;A09;Lille;R32;Hauts-de-France
0650048Z;2014;1311349.54;-1314084.08;25.94696605;2.20460487;340255.42;15071804.22;97.65420632;2734665.78;17.71862296;12078125.48;78.25736988;724443.52;85.14647091;3564752.61;15433850.51;16.21140822;2491164.51;218399.01;;4878836.69;116.5342372;COFISUP Comptes financiers;2011;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0650048Z;École nationale d'ingénieurs de Tarbes;65440;Tarbes;A16;Toulouse;R76;Occitanie
0671451N;2014;3497238.72;-1358467.47;9.514685632;8.90409509;332751.27;3400330.77;90.98949048;2496040.05;66.79156462;902717.99;24.15584115;237270.95;257.3166458;2430449.19;3737058.81;11.08076782;343394.81;64827.45;;3788916.66;401.140386;COFISUP Comptes financiers;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0671451N;BNU DE STRASBOURG;;;;;;
0720916E;2014;3878966.05;-2510805.66;51.38485989;2.49770801;1993201.27;77797715.51;97.48939061;8364689.61;10.48190795;67457782.49;84.53227789;3865771.51;37.78274759;8165031.8;79801212.24;14.20133509;11178116.53;511932.05;;10675837.46;49.40121262;COFISUP Comptes financiers;2011;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0720916E;Le Mans Université;72181;Le Mans;A17;Nantes;R52;Pays de la Loire
0751721N;2014;18577875.2;-24858709.66;53.7361784;3.472928821;9983040.16;277404401.7;96.50424382;33189142.38;11.54593463;237650566.4;82.67456489;12697325.06;17.46125533;13455080.8;287453059.8;19.56315018;54174560.21;5011647.33;;38313790.46;49.72150579;COFISUP Comptes financiers;2009;D;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0751721N;Université Paris Descartes;75106;Paris 6e;A01;Paris;R11;Île-de-France
0753364Z;2014;48485.92;-1667101.26;;;;9344288.65;119.2746757;5290998.24;67.53666575;2791314.16;35.6295812;;179.6776522;4663777.35;7834260.37;89.30815469;4059857.37;;;6330878.61;243.9047406;COFISUP Comptes financiers;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753364Z;Institut d'administration des entreprises de Paris;75105;Paris 5e;A01;Paris;R11;Île-de-France
0753478Y;2014;716991.63;853263.68;;;;3082690.63;109.6739163;1555235.07;55.33111863;1335269.27;47.50532174;;205.3873509;1758737.95;2810778.29;21.52182768;597964.64;;;905474.27;105.7422805;COFISUP Comptes financiers;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753478Y;École nationale des Chartes;75102;Paris 2e;A01;Paris;R11;Île-de-France
0755040W;2014;;-359149.6;;6.113073988;215652.27;3312069.96;93.88692601;2065600.34;58.55337255;1245180.1;35.29699956;145737.9;274.5447692;2525865.23;3527722.23;16.58337;400623.07;155215.91;;2885014.83;313.5819446;COFISUP Comptes financiers;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0755040W;BULAC - Bibliothèque universitaire des langues et civilisations;;;;;;
0762762P;2014;1818968.55;-684106.48;120.8773109;3.291355784;2198720.27;64591582.7;96.68982553;7656754.73;11.46171448;54990679.94;82.31783504;3284488.09;40.21210875;7214899.3;66802874.39;12.93640058;7712765.95;876420.21;;7899005.78;44.02496366;COFISUP Comptes financiers;2011;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0762762P;Université du Havre;76351;Le Havre;A21;Rouen;R28;Normandie
0772428W;2014;180392.32;125802.34;76.41488839;14.39322394;137846.59;812575.85;84.84494376;734038.08;76.64443832;73567.06;7.681489757;98990.18;426.7508216;963242.81;957718.65;28.55135378;217622.11;58162.3;;837440.47;371.0159109;COFISUP Comptes financiers;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0772428W;CTLES - Centre technique du livre de l'enseignement supérieur;;;;;;
0781944P;2014;;;;;2983406.46;;;;;;;;;;;;;;;;;COFISUP Comptes financiers;2010;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0781944P;Université de Versailles Saint-Quentin-en-Yvelines;78646;Versailles;A25;Versailles;R11;Île-de-France
0811293R;2014;564271.91;-585812.45;;-0.100235733;;7447377.33;100.0893408;2484832.03;33.39500457;4861316.12;65.33386244;62319.96;69.82280469;1444435.48;7440729.72;37.36946274;2744737.52;16375.51;;2030247.93;98.14048925;COFISUP Comptes financiers;;A;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0811293R;Institut national universitaire Jean-François Champollion;81004;Albi;A16;Toulouse;R76;Occitanie
0860073M;2014;3014040.83;-1149409.43;29.43729365;6.053930444;887252.05;13766549.8;93.93242308;2827877.54;19.29527684;10589295.57;72.25326651;1259892.04;123.5961556;4726368.42;14655801.85;26.85098973;3935227.85;139369.24;;5875777.85;153.6536065;COFISUP Comptes financiers;2013;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0860073M;École nationale supérieure de mécanique et d'aérotechnique de Poitiers;86062;Chasseneuil-du-Poitou;A13;Poitiers;R75;Nouvelle-Aquitaine
0870669E;2014;8241231.22;1785716.68;34.81196709;2.062647799;2868934.7;136201326.2;97.92323465;17882160.47;12.85654879;113700254.3;81.74587565;8433268.74;25.97953795;9829020.9;139089897.0;17.31449379;22857744.14;549438.26;;8043304.22;21.25962793;COFISUP Comptes financiers;2009;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0870669E;Université de Limoges;87085;Limoges;A22;Limoges;R75;Nouvelle-Aquitaine
0870862P;2014;197537.42;-686089.53;11.23078858;1.13145703;22185.01;1924598.35;98.15638276;1206318.33;61.52340499;608622.47;31.04033635;108885.3;255.3450596;1365101.89;1960747.02;60.66386983;278085.9;;;2051191.42;383.6794889;COFISUP Comptes financiers;;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0870669E;ENSCI LIMOGES;;;;;;
0912266U;2014;69119.71;-605694.25;543.677744;13.29947933;375788.48;2449799.43;86.70052067;1237062.22;43.78070191;946545.8;33.49907453;669158.52;163.235196;1110815.25;2825587.91;40.13107877;846914.65;270612.66;;1716509.5;252.242454;COFISUP Comptes financiers;2015;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0912266U;École nationale supérieure d'informatique pour l'industrie et l'entreprise;91228;Évry;A25;Versailles;R11;Île-de-France
0922605G;2014;151661.69;-494780.34;16.26445677;1.320426477;24666.95;1824236.82;97.65174038;1549070.34;82.92202691;211296.44;11.31073821;22080.76;98.05484137;496875.7;1868104.77;78.04041794;483908.7;;;993241.69;196.0090951;COFISUP Comptes financiers;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0922605G;Institut national supérieur de formation et de recherche pour l'éducation des jeunes handicapés et les enseignements adaptés;92073;Suresnes;A25;Versailles;R11;Île-de-France
0931827F;2014;3409761.74;-5601039.13;137.9656905;3.583011819;4704301.33;126613330.6;96.4345241;14290147.66;10.88403237;110939341.4;84.4964945;6260114.4;71.61232289;25186318.65;131294608.2;11.81444344;15511727.23;1126570.25;;30787357.78;87.53777147;COFISUP Comptes financiers;2012;D;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0931827F;Université Paris 8 - Vincennes - Saint-Denis;93066;Saint-Denis;A24;Créteil;R11;Île-de-France
0932066R;2014;;;;;389376.59;;;;;;;;;;;;;;;;;COFISUP Comptes financiers;;E;autres établissements;GR60;autres établissements d'enseignement et de recherche;0932066R;École nationale supérieure Louis Lumière;93051;Noisy-le-Grand;A24;Créteil;R11;Île-de-France
1270009V;2014;237325.93;-891724.06;136.8214758;4.448130669;324712.84;6960713.59;95.35244616;2235850.99;30.62816167;4649387.95;63.69038296;489820.88;97.53509258;1885871.79;7299984.29;15.2970095;817539.42;193312.32;;2777595.85;143.6540224;COFISUP Comptes financiers;;;école française à l'étranger;GR40;écoles françaises à l'étranger;1270009V;École française de Rome;;Rome;A99;Étranger;R99;Étranger
9840349G;2014;1659045.67;-2074475.12;134.2630092;8.434304848;2227484.64;24168684.23;91.51400953;3127497.65;11.84217755;20470789.76;77.51204126;2330327.0;141.5922385;9505828.06;26409818.95;10.63740651;2805498.78;1297617.45;;11580303.18;172.4921847;COFISUP Comptes financiers;2013;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;9840349G;Université de la Polynésie Française;98738;Punaauia;A41;Polynésie Française;R00;Collectivités d'outre-mer
0060099A;2015;;;;;;;;;;;;;;;3293112.53;;;;;;;TDBM;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0060099A;Observatoire de la côte d'azur;06088;Nice;A23;Nice;R93;Provence-Alpes-Côte d'Azur
0130221V;2015;;;;;;;;;;;;;;;4969904.18;;;;;;;TDBM;;C;institut d'études politiques;GR20;instituts d'études politiques;0130221V;Institut d'études politiques d'Aix-en-Provence;13001;Aix-en-Provence;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur
0134009M;2015;35506674.0;-99359334.0;52.6515606615252;3.0948785211603;18694818.0;585361783.0;96.9051214788397;77865761.01;12.81832788;495390996.0;82.0106915775596;27049353.82;43.0;69904648.0;604056601.0;18.8669452185988;110119344.7;4077017.0;;169263982.0;104.0;TDBM;2012;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0134009M;Aix-Marseille université;13207;Marseille 7e;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur
0134009M;2015;;;;;;;;;;;;;;;607456461.9;;;;;;;TDBM;2012;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0134009M;Aix-Marseille université;13207;Marseille 7e;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur
0290119X;2015;;;;;;;;;;;;;;;2273631.84;;;;;;;TDBM;;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0290119X;École nationale d'ingénieurs de Brest;29019;Brest;A14;Rennes;R53;Bretagne
0290346U;2015;12729132.0;-9211552.0;31.1447473401957;2.25798320545338;3964456.0;171595466.0;97.7333788948464;21277184.1;12.11856668;142656955.0;81.2512507469169;3046441.24;40.0;19141363.0;175575088.0;19.9079296488805;33560606.78;1628201.0;;28352915.0;59.0;TDBM;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0290346U;Université de Bretagne Occidentale;29019;Brest;A14;Rennes;R53;Bretagne
0331766R;2015;;;;;;;;;;;;;;;84661691.95;;;;;;;TDBM;2011;A;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0331766R;Université Bordeaux-Montaigne;33318;Pessac;A04;Bordeaux;R75;Nouvelle-Aquitaine
0333232J;2015;2764244.47;258005.69;26.6083263612353;4.72829009691103;735519.19;11703100.0;75.233457652083;5220988.8;40.90151193;5136789.57;33.0218865584552;1694861.55;227.0;7368657.0;15555712.0;65.543472969929;6272581.88;;;7110651.31;219.0;TDBM;;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0333232J;Institut polytechnique de Bordeaux;33522;Talence;A04;Bordeaux;R75;Nouvelle-Aquitaine
0350077U;2015;562622.0;51317.0;98.5014805677702;6.23770826793407;554191.0;8330338.0;93.7622917320659;1588093.16;17.87481621;6429162.0;72.3635659245414;732141.76;61.0;1413712.0;8884529.0;23.1082368012981;2047191.23;622011.0;;1362395.0;59.0;TDBM;2015;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0350077U;École nationale supérieure de chimie de Rennes;35238;Rennes;A14;Rennes;R53;Bretagne
0350936C;2015;;;;;;;;;;;;;;;255509405.3;;;;;;;TDBM;2010;B;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0350936C;Université de Rennes 1;35238;Rennes;A14;Rennes;R53;Bretagne
0352440M;2015;981993.0;237014.0;64.3372203264178;3.64876068950637;631787.0;16683325.0;96.3512393104936;1540510.74;8.896914682;15029092.0;86.7975442492084;767861.86;35.0;1617910.0;17315112.0;4.04612456448448;696171.83;458442.0;;1380896.0;30.0;TDBM;2014;C;école normale supérieure;GR30;écoles normales supérieures;0352440M;École normale supérieure de Rennes;35047;Bruz;A14;Rennes;R53;Bretagne
0370800U;2015;;;;;;;;;;;;;;;190503698.5;;;;;;;TDBM;2010;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0370800U;Université François-Rabelais;37261;Tours;A18;Orléans-Tours;R24;Centre-Val de Loire
0421095M;2015;;;;;;;;;;;;;;;126516068.1;;;;;;;TDBM;2009;A;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0421095M;Université Jean Monnet;42218;Saint-Étienne;A10;Lyon;R84;Auvergne-Rhône-Alpes
0440100V;2015;6238961.0;923341.0;10.159239655449;1.96063116491368;633831.0;31694075.0;98.0393688350863;5892434.98;18.22691594;23129521.0;71.5466105351828;4177457.43;124.0;10939561.0;32327906.0;43.0571253207678;13919767.26;;;10016220.0;114.0;TDBM;2011;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0440100V;École centrale de Nantes;44109;Nantes;A17;Nantes;R52;Pays de la Loire
0450855K;2015;;;;;;;;;;;;;;;159194980.9;;;;;;;TDBM;2011;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0450855K;Université d'Orléans;45234;Orléans;A18;Orléans-Tours;R24;Centre-Val de Loire
0542493S;2015;35800449.0;4515951.0;47.9671553840009;3.26850778251781;17172457.0;507558233.0;96.6057469028158;66963114.98;12.57901308;437887533.0;83.3450221758031;29363528.83;36.0;50755672.0;525391345.0;13.5492264342497;69365971.49;4394198.0;;46239721.0;33.0;TDBM;2012;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0542493S;Université de Lorraine;54395;Nancy;A12;Nancy-Metz;R44;Grand Est
0561718N;2015;4171039.0;-3764874.0;;-0.480143234375106;;73766053.0;100.449438948904;9170098.48;12.48719711;60921963.0;82.9592577362905;2224329.15;49.0;10127651.0;73436003.0;19.5009905427451;13446914.73;;;13892525.0;68.0;TDBM;2010;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0561718N;Université de Bretagne-Sud;56121;Lorient;A14;Rennes;R53;Bretagne
0590311T;2015;667646.0;-49671.0;35.6826821399364;8.32802273344587;238234.0;2654000.0;92.7767335248762;1577831.8;54.55407028;915440.0;32.0013311748352;375739.66;164.0;1209323.0;2860631.0;73.8869151596274;2038578.53;;;1258994.0;171.0;TDBM;;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0590311T;École nationale supérieure de chimie de Lille;59009;Villeneuve-d'Ascq;A09;Lille;R32;Hauts-de-France
0593559Y;2015;11070575.0;-2818485.0;44.0502503257509;2.00255224993025;4876616.0;239428651.0;98.3198971905548;34099259.26;13.81122568;197642627.0;81.1607244410827;9531603.47;19.0;12579787.0;243520038.0;20.4543258160957;52000215.21;464927.0;;15398272.0;23.0;TDBM;2011;E;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0597065J;Université LILLE 1 - SCIENCES TECHNOLOGIES;;;;;;
0593560Z;2015;8381487.0;-10650754.0;;;;155882850.0;102.678165541486;;;130865159.0;86.1993122361753;;84.0;36468029.0;151816941.0;16.6884695694139;;;;47118783.0;109.0;TDBM;2010;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0597065J;Université LILLE 2 - DROIT ET SANTÉ;;;;;;
0595964M;2015;2482332.0;-5811745.0;127.752170136791;3.72230564809283;3171233.0;82031342.0;96.2861220374646;8591058.56;10.08220495;64772036.0;76.0276256715518;4588166.38;29.0;6653488.0;85195395.0;20.655449745846;17246671.3;1619227.0;;12465233.0;55.0;TDBM;2010;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0595964M;Université du Littoral Côte d'Opale;59183;Dunkerque;A09;Lille;R32;Hauts-de-France
0595964M;2015;;;;;;;;;;;;;;;85210116.25;;;;;;;TDBM;2010;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0595964M;Université du Littoral Côte d'Opale;59183;Dunkerque;A09;Lille;R32;Hauts-de-France
0601223D;2015;4432751.49;3446729.28;27.1385272265737;1.91259950423722;1202983.47;61617263.49;97.9640623020599;12509103.06;19.88864042;47416271.29;75.3861871119739;2999192.49;118.0;20209359.28;62897824.0;30.6291883801894;17929137.69;619679.83;;16762630.0;98.0;TDBM;2010;C;université technologique;GR50;écoles d'ingénieurs;0601223D;Université de technologie de Compiègne;60159;Compiègne;A20;Amiens;R32;Hauts-de-France
0601223D;2015;;;;;;;;;;;;;;;62895717.32;;;;;;;TDBM;2010;C;université technologique;GR50;écoles d'ingénieurs;0601223D;Université de technologie de Compiègne;60159;Compiègne;A20;Amiens;R32;Hauts-de-France
0623957P;2015;;;;;;;;;;;;;;;91039929.11;;;;;;;TDBM;2011;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0623957P;Université d'Artois;62041;Arras;A09;Lille;R32;Hauts-de-France
0631525R;2015;;;;;;;;;;;;;;;158529760.4;;;;;;;TDBM;2010;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0632035V;Université CLERMONT-FERRAND 2 - BLAISE PASCAL;;;;;;
0660437S;2015;1936625.0;-9051761.0;120.529064738914;3.53450455828006;2334196.0;63587830.0;96.2864622277381;;;54150779.0;81.9966169121684;;52.0;9185051.0;66040260.0;13.6097283687254;;697871.0;;18236812.0;103.0;TDBM;2012;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0660437S;Université de Perpignan - Via Domitia;66136;Perpignan;A11;Montpellier;R76;Occitanie
0670190T;2015;;;;;;;;;;;;;;;20305916.88;;;;;;;TDBM;2013;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0670190T;Institut national des sciences appliquées de Strasbourg;67482;Strasbourg;A15;Strasbourg;R44;Grand Est
0671451N;2015;684922.0;-62153.0;56.8235507108839;8.37406181060575;389197.0;4266169.0;91.7919791275116;3212607.25;69.12327475;1033862.0;22.2448381966883;364610.49;216.0;2564723.0;4647649.0;10.7412586449622;423416.09;;;2626876.0;222.0;TDBM;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0671451N;BNU DE STRASBOURG;;;;;;
0671451N;2015;;;;;;;;;;;;;;;4647649.09;;;;;;;TDBM;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0671451N;BNU DE STRASBOURG;;;;;;
0681166Y;2015;3146637.0;-4765806.0;205.706282612198;6.95764182181193;6472830.0;88175757.0;94.7800783541551;14061586.23;14.98633666;67039954.0;72.0612139794723;8689825.83;77.0;18910541.0;93031952.0;24.0030511237687;21895383.67;3945644.0;;23676347.0;97.0;TDBM;2009;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0681166Y;Université de Haute-Alsace;68224;Mulhouse;A15;Strasbourg;R44;Grand Est
0690192J;2015;;;;;;;;;;;;;;;50919098.0;;;;;;;TDBM;;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0690192J;Institut national des sciences appliquées de Lyon;69266;Villeurbanne;A10;Lyon;R84;Auvergne-Rhône-Alpes
0691775E;2015;11808971.0;-9541109.0;71.4213033464135;6.3922064584248;8434121.0;123509693.0;93.6077935415752;;;108633615.0;82.3332384495115;;75.0;25881920.0;131943814.0;9.44178178751146;;5326431.0;;35423029.0;103.0;TDBM;2012;A;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0691775E;Université Lumière - Lyon 2;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes
0692459Y;2015;612543.0;564131.0;;;;2576107.0;173.403872211501;1519821.86;102.3028369;960625.0;64.6619471719044;;234.0;1672650.0;1485611.0;53.4458212816141;548724.71;;;1108519.0;155.0;TDBM;;A;autres établissements;GR60;autres établissements d'enseignement et de recherche;0692459Y;École nationale supérieure des sciences de l'information et des bibliothèques;69266;Villeurbanne;A10;Lyon;R84;Auvergne-Rhône-Alpes
0720916E;2015;;;;;;;;;;;;;;;81308109.68;;;;;;;TDBM;2011;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0720916E;Le Mans Université;72181;Le Mans;A17;Nantes;R52;Pays de la Loire
0730858L;2015;4087615.0;-10305664.0;62.9891513755576;2.51654168489542;2574754.0;99486344.0;97.237068766121;;;83694996.0;81.8027455248755;;28.0;7743053.0;102313187.0;17.2250777409563;;1064704.0;;18048717.0;65.0;TDBM;2011;A;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0730858L;Université de Savoie;73065;Chambéry;A08;Grenoble;R84;Auvergne-Rhône-Alpes
0751717J;2015;3228633.0;-11138925.0;140.50971417315;2.16244290649516;4536543.0;205251331.0;97.8375570935048;;;170162724.0;81.1118015333908;;23.0;13262416.0;209787874.0;17.1928235470845;;1232335.0;;24401341.0;43.0;TDBM;2011;D;tertiaire (droit et économie);GR14;universités tertiaires (droit et économie);0751717J;Université Paris 1 - Panthéon Sorbonne;75105;Paris 5e;A01;Paris;R11;Île-de-France
0751718K;2015;7495691.0;-7739306.0;;;;78740134.0;101.918480757095;13581937.83;17.57998618;63440761.0;82.1155064226072;;68.0;14958282.0;77257955.0;21.1282307433584;15573513.46;;;22697588.0;104.0;TDBM;2010;D;tertiaire (droit et économie);GR14;universités tertiaires (droit et économie);0751718K;Université Panthéon-Assas;75105;Paris 5e;A01;Paris;R11;Île-de-France
0753364Z;2015;57391.0;1150373.0;1841.82014601593;11.852555611608;1057039.0;7861159.0;88.1470070822294;4218117.94;47.29766367;2457169.0;27.552183239804;1997374.9;259.0;5663425.0;8918237.0;97.5950852169549;4832037.64;970575.0;;4513052.0;207.0;TDBM;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753364Z;Institut d'administration des entreprises de Paris;75105;Paris 5e;A01;Paris;R11;Île-de-France
0753364Z;2015;;;;;;;;;;;;;;;8918237.42;;;;;;;TDBM;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753364Z;Institut d'administration des entreprises de Paris;75105;Paris 5e;A01;Paris;R11;Île-de-France
0753375L;2015;2212275.0;-1291392.0;44.5544310720864;8.0680867483418;985666.54;11231190.0;91.9319176717807;2047906.45;16.19241723;8674551.0;71.004774059709;1330722.71;38.0;1171137.0;12216856.0;22.727598655497;603436.16;245687.0;;2462529.0;79.0;TDBM;2011;D;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0753375L;École nationale supérieure de chimie de Paris;75105;Paris 5e;A01;Paris;R11;Île-de-France
0753428U;2015;1864721.0;-4982784.0;144.710656446728;18.8595376968852;2698450.0;11609695.0;81.1404623031148;;;4801177.0;33.5555517504191;;71.0;2287216.0;14308145.0;67.8252911191493;;1526627.0;;7270000.0;225.0;TDBM;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753428U;Institut de physique du globe;75105;Paris 5e;A01;Paris;R11;Île-de-France
0753455Y;2015;5711841.0;-10102768.0;86.8810773969373;5.08363603321808;4962509.0;92654806.0;94.9163639667819;15628352.36;16.02174587;75383810.0;77.2238101406497;5229023.59;50.0;12861789.0;97617315.0;22.0673750348491;21350427.63;1280663.0;;22964557.0;89.0;TDBM;2010;D;école normale supérieure;GR30;écoles normales supérieures;0753455Y;École normale supérieure de Paris;75105;Paris 5e;A01;Paris;R11;Île-de-France
0753455Y;2015;;;;;;;;;;;;;;;97544627.67;;;;;;;TDBM;2010;D;école normale supérieure;GR30;écoles normales supérieures;0753455Y;École normale supérieure de Paris;75105;Paris 5e;A01;Paris;R11;Île-de-France
0753488J;2015;;;;;;;;;;;;;;;10219126.4;;;;;;;TDBM;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753488J;Institut national des langues et civilisations orientales;75113;Paris 13e;A01;Paris;R11;Île-de-France
0755354M;2015;;;;;;;;18495341.32;69.27289793;;;3609083.51;;;26699245.84;;14532489.09;;;;;TDBM;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0755354M;RENATER - Réseau national de communications pour la technologie, l’enseignement et la recherche;;;;;;
0760165S;2015;2183305.0;-6220951.0;22.0436906433137;1.45806991304677;481281.0;32563223.0;98.6522545625787;6859286.29;20.78062317;25073831.0;75.9626882962745;493899.41;42.0;3797523.0;33008088.0;26.9872341590946;8866583.66;27936.0;;10018474.0;111.0;TDBM;2011;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0760165S;Institut national des sciences appliquées de Rouen;76575;Saint-Étienne-du-Rouvray;A21;Rouen;R28;Normandie
0760165S;2015;;;;;;;;;;;;;;;33008087.56;;;;;;;TDBM;2011;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0760165S;Institut national des sciences appliquées de Rouen;76575;Saint-Étienne-du-Rouvray;A21;Rouen;R28;Normandie
0761904G;2015;;;;;;;;;;;;;;;196838613.9;;;;;;;TDBM;2011;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0761904G;Université de Rouen;76451;Mont-Saint-Aignan;A21;Rouen;R28;Normandie
0801344B;2015;7973141.0;3211018.0;110.885701632518;4.99829083163955;8841073.34;165816278.0;93.7440455690186;;;146578733.0;82.8681212214943;;64.0;29614196.0;176881931.0;14.27192583057;;6257604.46;;26403178.0;57.0;TDBM;2011;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0801344B;Université de Picardie Jules-Verne;80021;Amiens;A20;Amiens;R32;Hauts-de-France
0840685N;2015;;;;;;;;;;;;;;;52997942.61;;;;;;;TDBM;2010;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0840685N;Université d'Avignon et des Pays de Vaucluse;84007;Avignon;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur
0870669E;2015;7661451.0;-2166750.0;25.8865324597129;1.40844698339228;1983284.0;144427817.0;102.566714182932;20237844.76;14.36326185;113920803.0;80.9018836086894;6952651.45;24.0;9763023.0;140813536.0;18.2656665904619;23998420.73;;;11929773.0;30.0;TDBM;2009;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0870669E;Université de Limoges;87085;Limoges;A22;Limoges;R75;Nouvelle-Aquitaine
