uai - identifiant;exercice;Acquisitions d'immobilisations;Besoin en fonds de roulement;CAF / Acquisitions d'immobilisations;CAF / Produits encaissables;Capacité d'autofinancement CAF;Charges décaissables;Charges décaissables / Produits.encaissables;Charges externes;Charges externes / Produits.encaissables;Dépenses de personnel;Dépenses de personnel / Produits encaissables;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Fonds de roulement net global;Produits encaissables;Ressources propres / Produits encaissables;Ressources propres encaissables;Résultat net comptable;Solde budgétaire;Trésorerie;Trésorerie en jours de charges décaissables;source;rce;vague;typologie;code du groupe;groupe;uai actuel;etablissement;code de la commune;commune;code de l'academie;academie;code de la region;region
0311383K;2013;4406908.81;;61.34246717;1.698438936;2703306.59;156422164.1;98.27723386;18694817.01;11.74561747;135710672.7;85.26457612;4868296.28;49.43912982;21481599.11;159164190.9;9.771838194;14644899.68;3426212.74;;26154820.17;60.19438047;COFISUP Comptes financiers;2011;A;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0311383K;Université Toulouse - Jean Jaurès;31555;Toulouse;A16;Toulouse;R76;Occitanie
0311384L;2013;;9499460.11;;;10749273.03;321848656.64;;;;;;;40.04;35802600.59;;;;8916146.55;;26303140.48;29.42107;COFISUP Comptes financiers;2010;A;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0311384L;Université de Toulouse 3 - Paul Sabatier;31555;Toulouse;A16;Toulouse;R76;Occitanie
0381840U;2013;2986504.47;;87.67647852;5.446059591;2618461.95;45450581.2;94.5312853;4111269.1;8.550903905;40812855.32;84.88541991;3127942.4;88.92406651;11226806.96;48079935.71;16.10743945;7371904.69;2252195.33;;12856007.77;101.8284624;COFISUP Comptes financiers;2012;A;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0383493R;Université GRENOBLE 3 - STENDHAL;;;;;;
0561718N;2013;6472170.36;1519949.62;54.31380409;4.835838862;3515281.93;69165643.1;95.14852904;8858474.62;12.18626462;57121281.97;78.57956223;3949827.4;76.36830156;14672396.36;72692288.36;19.44617133;13628104.09;2933694.61;;13152446.74;68.4571214;COFISUP Comptes financiers;2010;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0561718N;Université de Bretagne-Sud;56121;Lorient;A14;Rennes;R53;Bretagne
0590338X;2013;460484.01;;123.1928748;13.87636366;567283.49;3517133.14;86.03285543;1498013.98;36.64303142;1886595.88;46.14816219;669666.7;179.9680066;1758254.0;4088127.87;72.16065553;2713991.47;333484.36;;2057944.29;210.6431332;COFISUP Comptes financiers;;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0590338X;École nationale supérieure des arts et industries textiles;59512;Roubaix;A09;Lille;R32;Hauts-de-France
0601223D;2013;11749761.21;3187779.31;22.01733255;4.191163007;2586984.0;58578278.05;94.90244701;10960617.32;17.75725472;45432429.03;73.60490667;4101577.32;92.39499257;15034276.57;61724728.81;26.94399008;15590378.77;2623509.05;;11846497.26;72.80410342;COFISUP Comptes financiers;2010;C;université technologique;GR50;écoles d'ingénieurs;0601223D;Université de technologie de Compiègne;60159;Compiègne;A20;Amiens;R32;Hauts-de-France
0670190T;2013;835961.92;;184.981207;8.041495419;1546372.45;17675975.68;91.91917346;2185373.86;11.36445097;14995072.75;77.97785639;1640622.01;62.28226634;3058055.07;19229911.47;18.17482871;3495003.47;564307.84;;4532994.05;92.3217981;COFISUP Comptes financiers;2013;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0670190T;Institut national des sciences appliquées de Strasbourg;67482;Strasbourg;A15;Strasbourg;R44;Grand Est
0671451N;2013;993038.62;;194.0790581;29.9975632;1927280.0;4495993.13;69.97885003;2245652.85;34.95294576;819859.9;12.76088538;850073.29;415.2847072;5186436.64;6424788.53;44.40257476;2695799.13;1625960.47;;5517260.64;441.7742138;COFISUP Comptes financiers;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0671451N;BNU DE STRASBOURG;;;;;;
0681166Y;2013;7006318.05;;31.46427887;2.458517165;2204487.45;87750009.0;97.86170629;13552677.34;15.11439309;66806095.85;74.50436308;4392106.56;48.33683956;11782105.85;89667360.53;23.33470664;20207584.79;191148.21;;17361015.73;71.22467261;COFISUP Comptes financiers;2009;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0681166Y;Université de Haute-Alsace;68224;Mulhouse;A15;Strasbourg;R44;Grand Est
0751718K;2013;5404659.52;;101.3696785;6.624780491;5478685.98;77154941.85;93.29509948;13206928.86;15.96970605;62064650.89;75.048048;6219544.04;92.68649559;19864503.27;82699887.0;18.32783278;14352667.58;3306673.57;;27990038.95;130.5997228;COFISUP Comptes financiers;2010;D;tertiaire (droit et économie);GR14;universités tertiaires (droit et économie);0751718K;Université Panthéon-Assas;75105;Paris 5e;A01;Paris;R11;Île-de-France
0751720M;2013;3812677.17;;173.9195755;4.440673958;6630991.95;142650120.6;95.53060545;13934368.66;9.331633713;126060055.1;84.42049212;9536935.39;50.54553715;20028686.03;149323999.3;11.65998835;16306841.41;4043671.24;;26881365.29;67.83935031;COFISUP Comptes financiers;2011;D;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0755890V;Université PARIS 4 - SORBONNE;;;;;;
0751721N;2013;20313454.6;;36.74530796;2.613233903;7464241.45;278103710.5;97.36421974;38385896.97;13.43891781;233833976.7;81.86536833;9948545.05;23.80226359;18387493.95;285632351.6;18.80344936;46340008.62;1000146.58;;39371541.78;50.96571713;COFISUP Comptes financiers;2009;D;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0751721N;Université Paris Descartes;75106;Paris 6e;A01;Paris;R11;Île-de-France
0753478Y;2013;47733.31;1163848.87;51.45136593;0.613374116;24559.44;4353565.21;108.7306638;1464266.34;36.57017719;1233450.24;30.80552533;374449.63;180.2884575;2180270.99;4003990.28;46.72962842;1869849.78;;;1016422.12;84.04880725;COFISUP Comptes financiers;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753478Y;École nationale des Chartes;75102;Paris 2e;A01;Paris;R11;Île-de-France
0801344B;2013;5496608.43;1650552.03;96.53944915;3.105329242;5306395.5;165568353.2;96.89143012;18076581.92;10.57850634;143416189.2;83.9278727;9845456.85;42.73534001;19654499.64;170880286.4;12.47451155;18991616.57;2785694.61;;18003947.61;39.14649758;COFISUP Comptes financiers;2011;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0801344B;Université de Picardie Jules-Verne;80021;Amiens;A20;Amiens;R32;Hauts-de-France
0860856N;2013;20710775.86;;86.70968085;7.980265116;17958247.65;207060168.7;92.01315595;27594192.47;12.26227502;174185405.8;77.40430718;21010372.59;44.40083695;25537902.2;225033221.2;13.66360408;29508316.13;13979294.67;;29282081.78;50.91056143;COFISUP Comptes financiers;2010;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0860856N;Université de Poitiers;86194;Poitiers;A13;Poitiers;R75;Nouvelle-Aquitaine
0912266U;2013;32623.87;;394.6002727;4.722893676;128733.88;2597007.77;95.27710632;1414729.94;51.90256898;971088.37;35.62657415;361855.74;111.4716468;804146.48;2725741.65;38.92201779;762380.04;19432.36;;1038435.95;143.9491042;COFISUP Comptes financiers;2015;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0912266U;École nationale supérieure d'informatique pour l'industrie et l'entreprise;91228;Évry;A25;Versailles;R11;Île-de-France
1260001S;2013;113630.72;;176.1629778;3.702272131;200175.26;5167487.77;95.57347875;1339923.6;24.78209246;3823167.92;70.71007697;269353.48;143.9693323;2066554.9;5406821.89;3.417033033;184752.89;71547.7;;2194777.8;152.9021535;COFISUP Comptes financiers;;;école française à l'étranger;GR40;écoles françaises à l'étranger;1260001S;École française d'Athènes;;Athènes;A99;Étranger;R99;Étranger
0133774G;2014;791991.71;-1095142.03;267.1440122;10.86946585;2115758.43;17329456.49;89.02809171;5722823.11;29.40034622;11432425.48;58.73277241;1761963.16;89.81100046;4323266.18;19465155.5;30.72398523;5878645.11;1288092.21;;5418408.21;112.5613464;COFISUP Comptes financiers;2014;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0133774G;École centrale de Marseille;13213;Marseille 13e;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur
0211237F;2014;15584367.87;8429028.79;36.64277671;2.570491604;5710545.12;216400883.8;97.40867873;28729583.37;12.93206713;182605640.0;82.19640236;10115976.98;67.0292144;40292170.11;222157703.7;15.76887028;34017599.51;1938817.55;;31863141.32;53.00685779;COFISUP Comptes financiers;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0211237F;Université de Bourgogne;21231;Dijon;A07;Dijon;R27;Bourgogne-Franche-Comté
0251215K;2014;7915846.0;-1837282.32;73.97371045369;3.00385273111114;5855645.0;188382625.0;96.6372897605877;;;160638824.0;82.4051612068154;;45.0;23769599.13;194937819.0;17.3963996180751;;3258659.0;;25606881.45;49.0;COFISUP Comptes financiers;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0251215K;Université de Franche-Comté;25056;Besançon;A03;Besançon;R27;Bourgogne-Franche-Comté
0261465B;2014;866073.37;34517.08;1.796823519;0.988081918;15561.81;1559389.59;99.01191808;230193.53;14.61591323;911148.95;57.85251215;;120.4498229;521745.0;1574951.4;82.41933053;1289652.8;;;467356.48;107.8937129;COFISUP Comptes financiers;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0261465B;Agence de développement universitaire Drôme-Ardèche (ADUDA);;;;;;
0290346U;2014;12119300.9;-5049535.94;44.8317042;3.135533533;5433289.13;167756803.9;96.81190736;20938594.34;12.08359487;140238587.8;80.93123411;5144994.17;47.86246379;22303483.2;173281168.1;19.22049057;31381357.16;1813476.84;;27353019.14;58.69858427;COFISUP Comptes financiers;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0290346U;Université de Bretagne Occidentale;29019;Brest;A14;Rennes;R53;Bretagne
0311383K;2014;3210320.71;-6853568.34;140.2121245;2.799898254;4501258.87;156180682.8;97.14838307;18226843.98;11.33756358;135819572.2;84.48325101;6368019.75;59.99891287;26029642.16;160765087.2;10.79204137;16586613.0;3722364.62;;32883210.5;75.79654263;COFISUP Comptes financiers;2011;A;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0311383K;Université Toulouse - Jean Jaurès;31555;Toulouse;A16;Toulouse;R76;Occitanie
0333092G;2014;336356.37;-63776994.83;217.8840763;0.694313235;732866.97;104819920.1;99.30568677;98931075.4;93.72663496;3039888.47;2.879969876;832764.31;10.63994209;3097994.11;105552787.0;99.08080565;99433392.26;682193.25;;66834162.38;229.5393704;COFISUP Comptes financiers;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0333092G;Agence Erasmus+ France/Education Formation;;;;;;
0350097R;2014;1257503.46;-370473.51;184.6024646;16.68755166;2321382.38;11529998.63;82.88485753;6392315.95;45.95197396;4700246.78;33.78832012;2708087.96;139.1096254;4455371.64;13910862.58;63.30313832;8238258.03;303533.57;;4825845.15;150.676883;COFISUP Comptes financiers;2015;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0350097R;Institut national des sciences appliquées de Rennes;35238;Rennes;A14;Rennes;R53;Bretagne
0420093Y;2014;742232.01;405183.76;108.6628708;15.97667704;806530.61;4237213.39;83.93554945;1928442.1;38.20077781;2075367.77;41.11124885;1144529.96;171.4788532;2018312.48;5048174.96;62.87182962;3173879.96;333252.36;;1613128.72;137.0538337;COFISUP Comptes financiers;;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0420093Y;École nationale d'ingénieurs de Saint-Étienne;42218;Saint-Étienne;A10;Lyon;R84;Auvergne-Rhône-Alpes
0450855K;2014;7457297.0;-6618936.77;85.7289175957455;3.95252774946128;6393060.0;155343635.0;96.041649544926;;;129621753.0;80.1390219497887;;8.0;854453.59;161746113.0;17.7337801001746;;2501789.0;;9975179.61;23.0;COFISUP Comptes financiers;2011;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0450855K;Université d'Orléans;45234;Orléans;A18;Orléans-Tours;R24;Centre-Val de Loire
0640251A;2014;8023213.57;-6108692.26;0.144495094;0.011281053;11593.15;102741198.8;99.97532629;12367345.01;12.03440652;89200357.69;86.79901511;932704.46;20.29020526;5790666.7;102766555.1;16.41242244;16600351.52;;;11899358.96;41.69475611;COFISUP Comptes financiers;2010;A;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0640251A;Université de Pau et des Pays de l'Adour;64445;Pau;A04;Bordeaux;R75;Nouvelle-Aquitaine
0750736T;2014;2694301.0;-6934098.0;159.666755867292;4.67277746933589;4301903.0;87761180.0;95.3272225306641;;;68851453.0;74.7872553866136;;54.0;13142607.0;92063083.0;37.3566937791992;;1059652.0;;20076705.0;82.0;COFISUP Comptes financiers;2011;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0750736T;Université Paris-Dauphine;75116;Paris 16e;A01;Paris;R11;Île-de-France
0751720M;2014;3320255.71;-10799982.6;166.7724707;3.718195734;5537272.48;143383449.3;96.27984384;12453591.96;8.362400924;128097797.3;86.01575687;7466569.42;64.4926635;25686612.64;148923641.4;11.86759017;16698316.52;2908316.42;;36486595.24;91.60872016;COFISUP Comptes financiers;2011;D;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0755890V;Université PARIS 4 - SORBONNE;;;;;;
0751794T;2014;452369.55;-1515007.82;179.7054886;8.510627448;812932.91;8572124.55;89.74191792;1594865.31;16.69670931;6633231.44;69.44356769;949212.78;166.7591108;3970777.41;9551973.87;18.37929934;286484.96;614884.9;;5485785.23;230.384273;COFISUP Comptes financiers;;;école française à l'étranger;GR40;écoles françaises à l'étranger;0751794T;École française d'Extrême-Orient;75116;Paris 16e;A01;Paris;R11;Île-de-France
0753237L;2014;7080317.0;2390245.17;18.02621648;3.153933809;1276313.27;39179057.84;96.81647759;17452269.06;43.12679553;17642093.34;43.59587567;4675169.03;180.1998464;19611278.35;40467344.83;67.752916;27120920.9;;;17221033.18;158.2368818;COFISUP Comptes financiers;2015;D;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0753237L;École nationale supérieure d'arts et métiers;75113;Paris 13e;A01;Paris;R11;Île-de-France
0753428U;2014;964000.0;-5831350.0;337.486825726141;17.9593615149449;3253373.0;11473919.0;63.3386517052289;;;4400804.0;24.2934425263921;;17.0;554664.0;18115193.0;74.8793788727506;;1865720.0;;6386014.0;200.0;COFISUP Comptes financiers;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753428U;Institut de physique du globe;75105;Paris 5e;A01;Paris;R11;Île-de-France
0753471R;2014;9292887.0;-3489158.0;101.588085597081;6.13587079970654;9440466.0;142184010.0;92.4130985847715;;;106809813.0;69.4214896498559;;36.0;14045344.0;153856988.0;32.9241854130148;;5264441.0;;19623413.0;44.0;COFISUP Comptes financiers;2013;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753471R;Conservatoire national des arts et métiers;75103;Paris 3e;A01;Paris;R11;Île-de-France
0753480A;2014;3959880.24;-5623955.7;86.87851454;9.31879406;3440285.13;33476422.33;90.67849721;8737115.77;23.66646352;24237722.71;65.65337985;2912128.97;166.4256318;15475929.82;36917707.46;15.19425188;1483480.09;1728358.23;;21099885.52;226.9047365;COFISUP Comptes financiers;2012;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753480A;Collège de France;75105;Paris 5e;A01;Paris;R11;Île-de-France
0753486G;2014;341638.64;-4704532.79;202.1309621;1.935195223;690557.47;34991348.5;98.05858803;3521551.48;9.86867842;30903673.86;86.60342495;769402.16;22.88137993;2224028.72;35684124.36;11.50280814;4027070.08;59501.58;;6928561.51;71.2828242;COFISUP Comptes financiers;2013;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753486G;École pratique des hautes études;75114;Paris 14e;A01;Paris;R11;Île-de-France
0840685N;2014;5935787.56;-2451816.54;35.70805253;4.039802975;2119554.14;50336730.17;95.94021142;6964578.76;13.27426626;42891458.05;81.74975887;2603002.18;59.710263;8348942.77;52466770.11;11.46199413;5931240.33;1391181.9;;10800759.31;77.2452509;COFISUP Comptes financiers;2010;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0840685N;Université d'Avignon et des Pays de Vaucluse;84007;Avignon;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur
0860856N;2014;18356331.87;-3255590.48;83.49704445;6.789015699;15326994.58;209453953.4;92.77658255;26206394.82;11.6079917;176918028.6;78.36495715;19339705.65;46.57567889;27098500.21;225761660.6;14.17114925;30955019.43;12577958.93;;30354090.69;52.17124084;COFISUP Comptes financiers;2010;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0860856N;Université de Poitiers;86194;Poitiers;A13;Poitiers;R75;Nouvelle-Aquitaine
7200664J;2014;11025613.0;17312311.0;10.7951730212189;2.28348847290459;1190234.0;47403485.0;90.9445634833198;;;38396079.0;73.663669329925;;146.0;19238382.0;52123495.0;31.7020376319738;;841716.0;;1926071.0;15.0;COFISUP Comptes financiers;2009;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;7200664J;Université de Corse Pasquale Paoli;2B096;Corte;A27;Corse;R94;Corse
0101060Y;2015;2385504.0;-232916.0;11.5276268662723;0.850439414727268;274992.0;34466026.0;106.589526165906;;;25771747.0;79.701625629761;;53.0;5085069.0;32335284.0;30.8675686905982;;-862252.0;;5317985.0;56.0;TDBM;2009;B;université technologique;GR50;écoles d'ingénieurs;0101060Y;Université de technologie de Troyes;10387;Troyes;A19;Reims;R44;Grand Est
0171463Y;2015;;;;;;;;;;;;;;;67799889.01;;;;;;;TDBM;2009;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0171463Y;Université de La Rochelle;17300;La Rochelle;A13;Poitiers;R75;Nouvelle-Aquitaine
