uai - identifiant;Libellé;sigle;type d'établissement;Secteur d'établissement;Établissements d'enseignement supérieur accrédités à délivrer le doctorat;localisation;Site internet;Géolocalisation;siret;siren;Identifiant wikidata;Elément wikidata;Identifiant ETER;Identifiant ROR;Elément ROR;Identifiant GRID;Elément GRID;Identifiant OrgRef;Identifiant ISNI;Elément ISNI;Identifiant Funding Data;Elément Funding Data;rattachement_identifiants;rattachement;dernier_decret_legifrance;Code commune;Commune;Code unité urbaine;Unité urbaine;Code département;Département;Code académie;Académie;Code région;Région;Ancien code région;Ancienne région;Mention distribution;Adresse;Lieu dit;Boite postale;Code postal;Localité;Pays;Numéro de téléphone;qualification_court;Qualification;compte_facebook;compte_twitter;compte_instagram;compte_flickr;compte_pinterest;flux_rss;compte_linkedin;compte_viadeo;compte_france_culture;compte_scribd;compte_scoopit;compte_tumblr;compte_youtube;compte_vimeo;compte_dailymotion;compte_googleplus;implantations;mooc;Page Wikipédia en français;Page Wikipédia en anglais;English name;Site internet en anglais;Site internet en chinois;Site internet en espagnol;Site internet en allemand;Site internet en italien;Identifiant interne;Anciens codes uai;Identifiant dataESR;article;universités fusionnées;Vague contractuelle
0951820M;École de biologie industrielle;EBI;École;Privé;;Île-de-France>Versailles>Val-d'Oise>Paris>Cergy;http://www.ebi-edu.com/;49.032572,2.066106;38859163800027;388591638;Q3577829;https://www.wikidata.org/entity/Q3577829;FR0279;029rzwj76;https://ror.org/029rzwj76;grid.466445.1;https://www.grid.ac/institutes/grid.466445.1;;0000 0004 1764 7863;http://isni.org/isni/0000000417647863;;;;;http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=95615&cbo=1;95127;Cergy;UU00851;Paris;D095;Val-d'Oise;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;32 BOULEVARD DU PORT;;;95094;CERGY PONTOISE CEDEX;France;0130756250;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;;;;;;;;;;;;;;;;;;;https://fr.wikipedia.org/wiki/%C3%89cole_de_biologie_industrielle;https://en.wikipedia.org/wiki/%C3%89cole_de_Biologie_Industrielle;;;;;;;IjOqn;;;à l';;
0350095N;École des hautes études en santé publique;EHESP;Grand établissement;Public;Oui;Bretagne>Rennes>Ille-et-Vilaine>Rennes;http://www.ehesp.fr/;48.1175,-1.6984;13000362700010;130003627;Q1587855;https://www.wikidata.org/entity/Q1587855;FR0060;01sc83v92;https://ror.org/01sc83v92;grid.414412.6;https://www.grid.ac/institutes/grid.414412.6;26221618;0000 0001 1943 5037;http://isni.org/isni/0000000119435037;;;;;;35238;Rennes;UU35701;Rennes;D035;Ille-et-Vilaine;A14;Rennes;R53;Bretagne;R53;Bretagne;;AVENUE DU PROFESSEUR LEON BERNAR;;BP 74312;35043;RENNES CEDEX;France;0299022200;;;https://www.facebook.com/EHESP;https://twitter.com/EHESP;;;;http://www.ehesp.fr/feed/;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0350095N;https://www.fun-mooc.fr/universities/EHESP/;https://fr.wikipedia.org/wiki/%C3%89cole_des_hautes_%C3%A9tudes_en_sant%C3%A9_publique;https://en.wikipedia.org/wiki/EHESP;;;;;;;SsRkf;;;à l';;Vague D
0492466P;École d'ingénieur d'agro-développement international;ISTOM;École;Privé;;Pays de la Loire>Nantes>Maine-et-Loire>Angers;http://www.istom.fr/;47.477542,-0.600264;38379899800035;383798998;Q3577763;https://www.wikidata.org/entity/Q3577763;FR0276;;;;;;;;;;;;http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=95615&cbo=1;49007;Angers;UU49701;Angers;D049;Maine-et-Loire;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;4 RUE LAKANAL;;;49000;ANGERS;France;;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;;;;;;;;;;;;;;;;;;;https://fr.wikipedia.org/wiki/ISTOM_-_%C3%89cole_sup%C3%A9rieure_d%27agro-d%C3%A9veloppement_international;;;;;;;;YMJiz;0951808Z;;à l';;
1270009V;École française de Rome;EFR;Autre établissement;Public;;Étranger>Rome;http://www.efrome.it/;41.894722,12.470833;18004409100015;180044091;Q273542;https://www.wikidata.org/entity/Q273542;;049b5m346;https://ror.org/049b5m346;grid.503150.2;https://www.grid.ac/institutes/grid.503150.2;;0000 0004 1759 1038;http://isni.org/isni/0000000417591038;;;;;;;Rome;SO;Étranger;D999;Étranger;A99;Étranger;R99;Étranger;R99;Étranger;;67 PIAZZA FARNESE;;;;00186 ROME;Italie;3906686011;;;https://www.facebook.com/EcoleFrancaiseDeRome;https://twitter.com/ef_rome;;;;http://www.efrome.it/flux-rss/les-actualites-de-lefr.html;;;;;;;https://www.youtube.com/user/ecolefrancaisederome;;;https://plus.google.com/+Ecolefran%C3%A7aisedeRomeEFR/about?hl=fr;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=1270009V;;https://fr.wikipedia.org/wiki/%C3%89cole_fran%C3%A7aise_de_Rome;;;;;;;;BOl78;;;à l';;
0312069F;École nationale de la météorologie;ENM;École;Public;;;http://www.enm.meteo.fr/;43.576265,1.374305;18006003000400;180060030;Q3578126;https://www.wikidata.org/entity/Q3578126;;01bn93e28;https://ror.org/01bn93e28;grid.454308.e;https://www.grid.ac/institutes/grid.454308.e;;0000 0004 1762 3036;http://isni.org/isni/0000000417623036;;;;;;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;42 AVENUE GASPARD CORIOLIS;;;31057;TOULOUSE CEDEX 1;France;;;;;;;;;;;;;;;;;;;;;;https://fr.wikipedia.org/wiki/%C3%89cole_nationale_de_la_m%C3%A9t%C3%A9orologie;https://en.wikipedia.org/wiki/%C3%89cole_nationale_de_la_m%C3%A9t%C3%A9orologie;;;;;;;B8q5v;;;à l';;
0311256X;École nationale de l'aviation civile;ENAC;Grand établissement;Public;Oui;Occitanie>Toulouse>Haute-Garonne>Toulouse;http://www.enac.fr/;43.565904,1.480601;19311256200015;193112562;Q174335;https://www.wikidata.org/entity/Q174335;FR0036;022zdgq74;https://ror.org/022zdgq74;grid.424441.3;https://www.grid.ac/institutes/grid.424441.3;;0000 0001 2112 1176;http://isni.org/isni/0000000121121176;;;;;;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;7  AVENUE EDOUARD BELIN;;BP 4005;31055;TOULOUSE CEDEX 4;France;;;;https://www.facebook.com/enacfrance;https://twitter.com/enacfrance;;https://www.flickr.com/photos/enac-toulouse;;;https://www.linkedin.com/school/ecole-nationale-de-l'aviation-civile;;;;;;https://www.youtube.com/user/enactoulouse;;;;;;https://fr.wikipedia.org/wiki/%C3%89cole_nationale_de_l%27aviation_civile;https://en.wikipedia.org/wiki/%C3%89cole_nationale_de_l%27aviation_civile;French Civil Aviation University;http://www.enac.fr/en;;;;;JQKHK;;;à l';;
0772517T;École des ponts ParisTech;ENPC;Grand établissement;Public;Oui;Île-de-France>Créteil>Seine-et-Marne>Paris>Champs-sur-Marne;http://www.enpc.fr/;48.841,2.58823;19753501600020;197535016;Q273523;https://www.wikidata.org/entity/Q273523;FR0224;02nwvxz07;https://ror.org/02nwvxz07;grid.424447.5;https://www.grid.ac/institutes/grid.424447.5;89836;0000 0004 0641 4845;http://isni.org/isni/0000000406414845;;;;;;77083;Champs-sur-Marne;UU00851;Paris;D077;Seine-et-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;6 AVENUE B PASCAL CITE DESCARTE;;;77420;CHAMPS SUR MARNE;France;0164153000;;;https://www.facebook.com/pages/%C3%89cole-des-Ponts-ParisTech/367362959990830;https://twitter.com/EcoledesPonts;;;;;;;;;;;https://www.youtube.com/user/EcoledesPonts;;http://www.dailymotion.com/Ecole-des-Ponts-ParisTech?fbc=292#video=xqq3bi;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0772517T;;https://fr.wikipedia.org/wiki/%C3%89cole_nationale_des_ponts_et_chauss%C3%A9es;https://en.wikipedia.org/wiki/%C3%89cole_des_ponts_ParisTech;;;;;;;44xxV;;;à l';;
0420093Y;École nationale d'ingénieurs de Saint-Étienne;ENISE;École;Public;Oui;Auvergne-Rhône-Alpes>Lyon>Loire>Saint-Étienne;http://www.enise.fr/;45.4293,4.42257;19420093700010;194200937;Q3578093;https://www.wikidata.org/entity/Q3578093;FR0080;017cfeh02;https://ror.org/017cfeh02;grid.434191.a;https://www.grid.ac/institutes/grid.434191.a;26245555;0000 0004 1792 4277;http://isni.org/isni/0000000417924277;;;;;;42218;Saint-Étienne;UU00753;Saint-Étienne;D042;Loire;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;58 RUE JEAN PAROT;;;42023;ST ETIENNE CEDEX 2;France;0477438484;;;;;;;;;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0420093Y;;https://fr.wikipedia.org/wiki/%C3%89cole_nationale_d%27ing%C3%A9nieurs_de_Saint-%C3%89tienne;https://en.wikipedia.org/wiki/%C3%89cole_nationale_d%27ing%C3%A9nieurs_de_Saint-Etienne;;;;;;;7s7yT;;;à l';;Vague A
0780412Z;École nationale supérieure d’architecture de Versailles;ENSA-V;École;Public;;Île-de-France>Versailles>Yvelines>Paris>Versailles;http://www.versailles.archi.fr/;48.8008,2.12753;19780412300028;197804123;Q1050988;https://www.wikidata.org/entity/Q1050988;FR0227;;;;;;;;;;;;;78646;Versailles;UU00851;Paris;D078;Yvelines;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;5 avenue DE SCEAUX;PETITES ECURIES DU ROI;BP 674;78006;VERSAILLES CEDEX;France;;;;https://www.facebook.com/EnsaVersailles/;;https://www.instagram.com/ensav_versailles/;;;;https://www.linkedin.com/company/ecole-nationale-superieure-d-architecture-de-versailles/;;;;;;;;;;;;https://fr.wikipedia.org/wiki/%C3%89cole_nationale_sup%C3%A9rieure_d%E2%80%99architecture_de_Versailles;;;http://www.versailles.archi.fr/index.php?action=en;;;;;csUhz;;;à l';;
0310150V;École nationale supérieure d'architecture de Toulouse;ENSA Toulouse;École;Public;Oui;Occitanie>Toulouse>Haute-Garonne>Toulouse;http://www.toulouse.archi.fr/fr/index.html;43.579717,1.397345;19310150800011;193101508;Q3578191;https://www.wikidata.org/entity/Q3578191;FR0032;;;;;;;;;;;;;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;83  RUE ARISTIDE MAILLOL;;BP 10629;31106;TOULOUSE CEDEX 1;France;;;;;;;;;;;;;;;;;;;;;;https://fr.wikipedia.org/wiki/%C3%89cole_nationale_sup%C3%A9rieure_d%27architecture_de_Toulouse;;;;;;;;1H1nG;;;à l';;
0753457A;École nationale supérieure des métiers de l'image et du son;La Fémis;École;Privé;;Île-de-France>Paris>Paris 18e;http://www.femis.fr/;48.89055,2.34257;42150644500012;421506445;Q1138556;https://www.wikidata.org/entity/Q1138556;;;;;;;;;;;;;;75118;Paris 18e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;6 rue FRANCOEUR;;;75018;PARIS;France;;;;https://www.facebook.com/LaFemis.Paris/;;;;;;;;;;;;;;;;;;https://fr.wikipedia.org/wiki/La_Femis;;;http://www.femis.fr/-english-;;;;;XBZhH;;;à l';;
0782019W;École nationale supérieure du Paysage de Versailles-Marseille;ENSPVM;École;Public;;Île-de-France>Versailles>Yvelines>Paris>Versailles;http://www.ecole-paysage.fr/site/ensp_fr/index.htm;48.799059,2.123464;19782019400029;197820194;Q3578260;https://www.wikidata.org/entity/Q3578260;FR0332;;;;;;;;;;;;;78646;Versailles;UU00851;Paris;D078;Yvelines;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;10  RUE DU MARECHAL JOFFRE;;;78000;VERSAILLES;France;;;;https://www.facebook.com/EcoleNationaleSuperieurePaysage.PotagerduRoi;;;;;;;;;;;;;;;;;;https://fr.wikipedia.org/wiki/%C3%89cole_nationale_sup%C3%A9rieure_de_paysage_de_Versailles;;Higher National School of Landscape;http://www.ecole-paysage.fr/site/ensp_en/;;;;;ZOGe5;;;à l';;
0920815L;École nationale supérieure du pétrole et des moteurs;IFP school;École;Public;Oui;;https://www.ifp-school.com/;48.877622,2.172404;77572915500124;775729155;Q2732297;https://www.wikidata.org/entity/Q2732297;;;;;;;;;;;;;;92063;Rueil-Malmaison;UU00851;Paris;D092;Hauts-de-Seine;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;228 AVENUE NAPOLEON BONAPARTE;;;92852;RUEIL MALMAISON CEDEX;France;;;;;;;;;;;;;;;;;;;;;;https://fr.wikipedia.org/wiki/%C3%89cole_nationale_sup%C3%A9rieure_du_p%C3%A9trole_et_des_moteurs;;;;;;;;xX50H;;;à l';;
0932066R;École nationale supérieure Louis Lumière;ENSLL;École;Public;;Île-de-France>Créteil>Seine-Saint-Denis>Paris>Noisy-le-Grand;http://www.ens-louis-lumiere.fr/;48.8417,2.57294;19750661100049;197506611;Q273466;https://www.wikidata.org/entity/Q273466;;;;;;;;;;;;;;93051;Noisy-le-Grand;UU00851;Paris;D093;Seine-Saint-Denis;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;ALLEE DU PROMONTOIRE;;BP 22;93161;NOISY LE GRAND CEDEX;France;0148154010;;;https://www.facebook.com/pages/Ecole-nationale-sup%C3%A9rieure-Louis-Lumi%C3%A8re/149297845167063;https://twitter.com/ENSLouisLumiere;;;;;;;;;;;https://www.youtube.com/user/EcoleLouisLumiere#p/a;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0932066R;;https://fr.wikipedia.org/wiki/%C3%89cole_nationale_sup%C3%A9rieure_Louis-Lumi%C3%A8re;;ENS Louis-Lumière;http://www.ens-louis-lumiere.fr/en.html;;;;;13fXQ;;;à l';;Vague E
0441916U;École nationale vétérinaire, agroalimentaire et de l'alimentation, Nantes-Atlantique;ONIRIS;Grand établissement;Public;Oui;Pays de la Loire>Nantes>Loire-Atlantique>Nantes;http://www.oniris-nantes.fr/;47.2803,-1.51515;13000853500010;130008535;Q3578268;https://www.wikidata.org/entity/Q3578268;FR0331;05q0ncs32;https://ror.org/05q0ncs32;grid.418682.1;https://www.grid.ac/institutes/grid.418682.1;41743685;0000 0001 2175 3974;http://isni.org/isni/0000000121753974;;;;;;44109;Nantes;UU44701;Nantes;D044;Loire-Atlantique;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;ATLANPOLE LA CHANTRERIE;ROUTE DE GACHET;;BP 40706;44307;NANTES CEDEX 3;France;0240687777;;;;;;;;;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0441916U;;https://fr.wikipedia.org/wiki/%C3%89cole_nationale_v%C3%A9t%C3%A9rinaire,_agroalimentaire_et_de_l%27alimentation_de_Nantes-Atlantique;https://en.wikipedia.org/wiki/Nantes-Atlantic_National_College_of_Veterinary_Medicine,_Food_Science_and_Engineering;Nantes-Atlantic National College of Veterinary Medicine, Food Science and Engineering;;;;;;b2TCC;;;à l';;
0352440M;École normale supérieure de Rennes;ENS Rennes;École;Public;Oui;Bretagne>Rennes>Ille-et-Vilaine>Rennes>Bruz;http://www.ens-rennes.fr/;48.0452,-1.74277;13001848400019;130018484;Q2852691;https://www.wikidata.org/entity/Q2852691;FR0320;03rxtdc22;https://ror.org/03rxtdc22;grid.503194.a;https://www.grid.ac/institutes/grid.503194.a;;0000 0000 9641 6801;http://isni.org/isni/0000000096416801;;;;;;35047;Bruz;UU35701;Rennes;D035;Ille-et-Vilaine;A14;Rennes;R53;Bretagne;R53;Bretagne;;AVENUE ROBERT SCHUMAN;CAMPUS DE KER LANN;;35170;BRUZ;France;0299059300;;;https://www.facebook.com/ENSRennes;https://twitter.com/ENSRennes;;;;http://www.ens-rennes.fr/fils-rss-de-l-ens-rennes-31711.kjsp?RH=KERLANN_FR&RF=7168792525774333;https://www.linkedin.com/edu/school?id=43488&trk=edu-ca-head-title;http://fr.viadeo.com/fr/company/ecole-normale-superieure-de-rennes;;;;;https://www.youtube.com/user/ENSRennes;;;https://plus.google.com/102652063937286843849/posts;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0352440M;;https://fr.wikipedia.org/wiki/%C3%89cole_normale_sup%C3%A9rieure_de_Rennes;https://en.wikipedia.org/wiki/%C3%89cole_normale_sup%C3%A9rieure_de_Rennes;;;;;;;j5bS4;;;à l';;
0602099F;École supérieure de chimie organique et minérale;ESCOM;École;Privé;;Hauts-de-France>Amiens>Oise>Compiègne;https://www.escom.fr/;49.391243,2.849559;78428076000033;784280760;Q3578426;https://www.wikidata.org/entity/Q3578426;FR0131;02j530k95;https://ror.org/02j530k95;grid.466358.a;https://www.grid.ac/institutes/grid.466358.a;;0000 0001 0225 2269;http://isni.org/isni/0000000102252269;;;;;;60159;Compiègne;UU60502;Compiègne;D060;Oise;A20;Amiens;R32;Hauts-de-France;R22;Picardie;;1 ALLEE DU RESEAU JM BUCKMASTER;;;60200;COMPIEGNE;France;0344238800;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://fr-fr.facebook.com/Escom-Chimie-Page-Officielle-159150504133842/;https://twitter.com/Escom_Chimie;;;;https://www.escom.fr/spip.php?page=backend;;http://fr.viadeo.com/fr/groups/?containerId=00227bi6g07mv7z4;;;;;https://www.youtube.com/user/escomchimie;;;;;;https://fr.wikipedia.org/wiki/%C3%89cole_sup%C3%A9rieure_de_chimie_organique_et_min%C3%A9rale;https://en.wikipedia.org/wiki/%C3%89cole_sup%C3%A9rieure_de_chimie_organique_et_min%C3%A9rale;ESCOM;https://www.escom.fr/-ESCOM-on-the-international-scene-.html;;;;;NmN4R;;;à l';;
0951214D;École supérieure des sciences économiques et commerciales;Essec;École;Privé;;Île-de-France>Versailles>Val-d'Oise>Paris>Cergy;http://www.essec.fr/;49.03397,2.078427;77566395800046;775663958;Q273642;https://www.wikidata.org/entity/Q273642;;02dga6j42;https://ror.org/02dga6j42;grid.432649.e;https://www.grid.ac/institutes/grid.432649.e;510007;0000 0001 0666 5255;http://isni.org/isni/0000000106665255;;;;;http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=91459&cbo=1;95127;Cergy;UU00851;Paris;D095;Val-d'Oise;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;AVENUE BERNARD HIRSCH;;BP 105;95021;CERGY PONTOISE CEDEX;France;0134433000;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://www.facebook.com/essec;https://twitter.com/essec;;;;;https://www.linkedin.com/company/essec-business-school;;;;;;https://www.youtube.com/user/essec;;;https://plus.google.com/u/0/100095244937839380706/posts;;;https://fr.wikipedia.org/wiki/%C3%89cole_sup%C3%A9rieure_des_sciences_%C3%A9conomiques_et_commerciales;https://en.wikipedia.org/wiki/ESSEC_Business_School;ESSEC Business School;;;;;;5YWUA;;;à l';;
0641923T;École supérieure des technologies industrielles avancées;ESTIA;École;Privé;;Nouvelle-Aquitaine>Bordeaux>Pyrénées-Atlantiques>Bayonne;http://www.estia.fr/;43.446174,-1.553892;18640005700102;186400057;Q3578510;https://www.wikidata.org/entity/Q3578510;FR0142;008kvxw43;https://ror.org/008kvxw43;grid.434242.7;https://www.grid.ac/institutes/grid.434242.7;;;;;;;;"https://www.legifrance.gouv.fr/affichTexte.do;jsessionid=B2E86251D1A1DB48A7D4EC6E460E63C2.tpdila12v_2?cidTexte=JORFTEXT000033027599&dateTexte=&oldAction=rechJO&categorieLien=id&idJO=JORFCONT000033027259";64102;Bayonne;UU00751;Bayonne;D064;Pyrénées-Atlantiques;A04;Bordeaux;R75;Nouvelle-Aquitaine;R72;Aquitaine;;50  ALLÉES MARINES;;BP 215;64102;BAYONNE CEDEX;France;0559438400;;;https://www.facebook.com/ingenieurs.estia;https://twitter.com/EstiaOfficiel;;https://www.flickr.com/photos/63289952@N07/sets/;;http://www.estia.fr/index.php?type=100;https://www.linkedin.com/edu/school?id=373039&trk=edu-cp-title;;;;;;https://www.youtube.com/user/ESTIAoffciel;;;;;;https://fr.wikipedia.org/wiki/%C3%89cole_sup%C3%A9rieure_des_technologies_industrielles_avanc%C3%A9es;;ESTIA;http://www.estia.fr/index.php?id=763;;http://www.estia.fr/index.php?id=773;;;WsNr7;;;à l';;
0920674H;EPF - École d'ingénieurs;EPF;École;Privé;;Île-de-France>Versailles>Hauts-de-Seine>Paris>Sceaux;http://www.epf.fr/;48.778686,2.303405;39110158100018;391101581;Q3046044;https://www.wikidata.org/entity/Q3046044;FR0253;03dg0f179;https://ror.org/03dg0f179;grid.467078.a;https://www.grid.ac/institutes/grid.467078.a;;;;;;;;https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=LEGITEXT000024037505&dateTexte=20160215 | http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=95615&cbo=1;92071;Sceaux;UU00851;Paris;D092;Hauts-de-Seine;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;3 BIS RUE LAKANAL;;;92330;SCEAUX;France;0141130151;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;;;;;;;;;;;;;;;;;;;https://fr.wikipedia.org/wiki/EPF_(%C3%A9cole_d%27ing%C3%A9nieur);;;;;;;;eHi5c;;;à l';;
0753547Y;ESCP Europe;;École;Privé;Oui;Île-de-France>Paris>Paris 15e;https://www.escpeurope.eu/fr;48.84264,2.31741;82464458700027;824644587;Q29293;https://www.wikidata.org/entity/Q29293;;040hhjv66;https://ror.org/040hhjv66;grid.462233.2;https://www.grid.ac/institutes/grid.462233.2;;0000 0001 1544 4083;http://isni.org/isni/0000000115444083;;;;;;75115;Paris 15e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;3 RUE ARMAND MOISANT;;;75015;PARIS CEDEX 11;France;;;;https://www.facebook.com/escpeurope;https://twitter.com/escpeurope;https://www.instagram.com/escpeurope/;https://www.flickr.com/photos/escpeurope_london/;;;https://www.linkedin.com/school/escp-europe/;;;;;;https://www.youtube.com/escpeurope;;;;;;https://fr.wikipedia.org/wiki/ESCP_Europe;https://en.wikipedia.org/wiki/ESCP_Europe;;;;;;;8bexp;;;à l';;
0171427J;Excelia Group;;École;Privé;;Nouvelle-Aquitaine>Poitiers>Charente-Maritime>La Rochelle;http://www.esc-larochelle.fr/;46.140712,-1.156011;34876850800015;348768508;Q3578436;https://www.wikidata.org/entity/Q3578436;;051gb6s93;https://ror.org/051gb6s93;grid.462190.8;https://www.grid.ac/institutes/grid.462190.8;32547672;0000 0004 0641 0369;http://isni.org/isni/0000000406410369;;;;;;17300;La Rochelle;UU17601;La Rochelle;D017;Charente-Maritime;A13;Poitiers;R75;Nouvelle-Aquitaine;R54;Poitou-Charentes;;102 RUE DES COUREILLES;;;17000;LA ROCHELLE;France;;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://www.facebook.com/GroupeSupdeCoLaRochelle;https://twitter.com/GroupeSupdeCoLR;https://www.instagram.com/groupesupdecolr/;;;;https://fr.linkedin.com/company/sup-de-co-la-rochelle?trk=ppro_cprof;;;;;;https://www.youtube.com/user/SupDeCoLaRochelle;;;;;;https://fr.wikipedia.org/wiki/Groupe_Sup_de_Co_La_Rochelle;https://en.wikipedia.org/wiki/%C3%89cole_sup%C3%A9rieure_de_commerce_de_La_Rochelle;;http://www.esc-larochelle.fr/eng;http://www.larochellebs-china.com/;;;;gFP1V;;;à;;
0752139T;Facultés Libres de Philosophie et de Psychologie;IPC;École;Privé;;Île-de-France>Paris>Paris 14e;http://www.ipc-paris.fr/;48.838711,2.335121;77572847000037;775728470;Q3146792;https://www.wikidata.org/entity/Q3146792;FR0337;;;;;;;;;;;;http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=95615&cbo=1;75114;Paris 14e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;70 AVENUE DENFERT ROCHEREAU;;;75014;PARIS;France;0143353850;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;;;;;;;;;;;;;;;;;;;https://fr.wikipedia.org/wiki/IPC_-_Facult%C3%A9s_Libres_de_Philosophie_et_de_Psychologie;;;;;;;;UKEsZ;;;à la;;
0590343C;Groupe Institut supérieur d'agriculture de Lille;Isa;École;Privé;;Hauts-de-France>Lille>Nord>Lille;http://www.isa-lille.fr/;50.633493,3.047428;78370700300043;783707003;Q3117452;https://www.wikidata.org/entity/Q3117452;FR0117;;;;;;;;;;059YNCRE;Yncréa Hauts-de-France;http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=91459&cbo=1;59350;Lille;UU59702;Lille;D059;Nord;A09;Lille;R32;Hauts-de-France;R31;Nord-Pas-de-Calais;;48 BOULEVARD VAUBAN;;;59046;LILLE CEDEX;France;0328384848;;;https://fr-fr.facebook.com/GroupeISA;https://twitter.com/ISA_Lille;https://instagram.com/isa_lille/;;;http://www.isa-lille.fr/rss.xml;https://www.linkedin.com/company/isa-lille;;;;;;https://www.youtube.com/user/groupeisalille;;;https://plus.google.com/114455033419120888602/posts;;;https://fr.wikipedia.org/wiki/Groupe_Institut_sup%C3%A9rieur_d%27agriculture_de_Lille;;;;;;;;6mwS3;;;dans le;;
